CrashId,Town Name,Date Of Crash,Time of Crash,Route Class
1458836,Wallingford,2006-08-26,19:23:00,State
1458837,Plainfield,2006-08-26,22:43:00,Interstate
1458838,Bridgeport,2006-08-27,6:12:00,State
1458839,Simsbury,2006-08-27,21:55:00,Local
1458840,Bridgeport,2006-08-29,22:58:00,Interstate
1458841,Hartford,2006-08-30,15:30:00,Local
1458842,Southington,2006-09-02,1:55:00,State
1458843,New Canaan,2006-09-02,16:41:00,State
1458844,Newtown,2006-09-04,20:15:00,Interstate
1458845,Plainville,2006-09-06,0:57:00,State
1458846,Stamford,2006-09-07,7:28:00,State
1458847,Hartford,2006-09-07,11:45:00,Interstate
1458848,Waterbury,2006-09-08,19:55:00,State
1458849,New Haven,2006-09-10,22:24:00,Local
1458850,Putnam,2006-09-14,14:54:00,USRoute
1458851,Enfield,2006-08-24,17:26:00,State
1458852,Durham,2006-08-12,1:09:00,Local
1458853,New London,2006-08-27,5:09:00,Interstate
1458854,New Haven,2006-09-09,1:50:00,State
1458855,Farmington,2006-09-13,14:41:00,State
1458856,Norwalk,2006-09-20,0:30:00,Local
1458857,Woodstock,2006-09-18,20:57:00,State
1458858,Norfolk,2006-02-07,6:06:00,Local
1458859,Lisbon,2006-09-20,7:50:00,Interstate
1458860,Monroe,2006-09-20,23:08:00,Local
1458861,Orange,2006-06-29,23:52:00,State
1458862,Norwalk,2006-09-22,3:39:00,USRoute
1458863,Brooklyn,2006-09-23,0:54:00,State
1458864,Ledyard,2006-09-23,4:24:00,State
1458865,Norwalk,2006-09-23,9:53:00,Local
1458866,Naugatuck,2006-09-23,22:23:00,State
1458867,Greenwich,2006-09-24,17:37:00,Local
1458868,Stamford,2006-10-04,1:24:00,State
1458869,East Hartford,2006-10-04,5:51:00,State
1458870,Bridgeport,2006-10-05,2:37:00,Interstate
1458871,Hartford,2006-10-05,12:38:00,Interstate
1458872,Brookfield,2006-10-07,1:53:00,State
1458873,North Canaan,2006-10-07,1:26:00,USRoute
1458874,Preston,2006-10-08,1:49:00,State
1458875,Torrington,2006-10-09,6:40:00,USRoute
1458876,Colebrook,2006-10-11,2:33:00,Local
1458877,Danbury,2006-10-11,17:03:00,State
1458878,Southbury,2006-10-15,16:03:00,Interstate
1458879,Enfield,2006-10-17,23:08:00,State
1458880,Greenwich,2006-10-17,23:27:00,State
1458881,Windham,2006-10-18,8:59:00,State
1458882,Shelton,2006-10-18,23:33:00,Local
1458883,Windham,2006-10-19,19:58:00,Local
1458884,Bridgeport,2006-10-14,18:32:00,Local
1458885,West Hartford,2006-10-20,6:47:00,Local
1458886,Hartford,2006-10-21,2:11:00,Interstate
1458887,New Haven,2006-10-17,18:23:00,Local
1458888,Brooklyn,2006-10-14,2:56:00,Local
1458889,Killingly,2006-10-25,8:14:00,State
1458890,Bolton,2006-10-28,1:38:00,State
1458891,Hartford,2006-10-28,2:55:00,Local
1458892,Bridgewater,2006-10-28,14:26:00,State
1458893,Stratford,2006-10-29,3:18:00,Local
1458894,East Haven,2006-10-31,21:23:00,Interstate
1458895,Portland,2006-10-31,22:37:00,State
1458896,Lebanon,2006-10-26,15:27:00,State
1458897,Wallingford,2006-11-03,19:44:00,Interstate
1458898,Bridgeport,2006-11-03,21:02:00,USRoute
1458899,Waterbury,2006-11-04,18:40:00,Local
1458900,Ashford,2006-11-07,3:21:00,Interstate
1458901,New London,2006-11-07,17:25:00,Local
1458902,Guilford,2006-11-14,17:37:00,USRoute
1458903,West Haven,2006-11-14,17:38:00,State
1458904,Plainfield,2006-11-15,13:56:00,State
1458905,Preston,2006-10-17,13:30:00,State
1458906,Middlefield,2006-10-15,18:21:00,State
1458907,West Hartford,2006-10-03,10:20:00,Local
1458908,Coventry,2006-11-17,22:50:00,State
1458909,Redding,2006-11-30,19:31:00,Local
1458910,Rocky Hill,2006-12-02,16:05:00,State
1458911,Newington,2006-12-09,15:14:00,State
1458912,Waterbury,2006-05-31,11:03:00,Local
1458913,Bridgeport,2006-12-15,0:07:00,Local
1458914,New Haven,2006-12-16,22:25:00,USRoute
1458915,North Haven,2006-12-18,16:52:00,Local
1458916,North Haven,2006-12-20,1:14:00,Interstate
1458917,Ansonia,2006-12-22,17:08:00,Local
1458918,Bolton,2006-12-24,19:40:00,State
1458919,Danbury,2006-12-29,19:28:00,State
1458920,Ledyard,2006-11-22,22:32:00,State
1458921,Brooklyn,2006-12-28,17:57:00,State
1458922,New Britain,2006-12-01,0:42:00,State
1458923,Norwalk,2006-12-26,17:27:00,Local
1458924,Meriden,2006-12-22,17:35:00,Local
1458925,Lisbon,2006-12-30,8:27:00,State
1458926,Newington,2006-10-03,18:58:00,Local
1458927,Watertown,2006-11-17,21:48:00,Local
1530351,Hartford,2007-01-03,2:57:00,Local
1530352,New London,2007-01-08,5:31:00,Interstate
1530353,Shelton,2007-01-09,7:25:00,Local
1530354,Milford,2007-01-09,11:07:00,Interstate
1530355,Woodbridge,2007-01-12,20:44:00,State
1530356,Milford,2007-01-12,20:38:00,USRoute
1530357,East Hartford,2007-01-13,2:54:00,Interstate
1530358,Norwich,2007-01-01,15:11:00,State
1530359,North Haven,2007-01-15,8:50:00,State
1530360,Greenwich,2007-01-15,7:18:00,Interstate
1530361,Killingly,2007-01-16,22:13:00,Interstate
1530362,Mansfield,2007-01-20,1:41:00,State
1530363,Waterbury,2007-01-23,9:12:00,Local
1530364,Hebron,2007-01-26,7:28:00,State
1530365,Wethersfield,2007-01-26,16:24:00,Local
1530366,Waterbury,2007-01-26,23:17:00,Local
1530367,Groton,2007-01-28,1:27:00,Local
1530368,Pomfret,2007-01-28,15:55:00,USRoute
1530369,Trumbull,2007-02-01,1:34:00,State
1530370,Enfield,2007-02-02,10:15:00,State
1530371,North Haven,2007-02-05,4:49:00,Interstate
1530372,Canton,2007-02-11,1:37:00,State
1530373,New Haven,2007-02-12,4:46:00,State
1530374,Stafford,2007-02-12,13:27:00,State
1530375,Waterford,2007-02-15,20:35:00,USRoute
1530376,Waterford,2007-02-16,1:12:00,State
1530377,Cheshire,2007-02-17,16:18:00,State
1530378,New Haven,2007-02-17,22:44:00,Interstate
1530379,Lebanon,2007-02-19,1:37:00,Local
1530380,Naugatuck,2007-02-19,18:11:00,State
1530381,Rocky Hill,2007-02-22,5:05:00,State
1530382,Ellington,2007-02-23,20:34:00,State
1530383,Montville,2007-03-01,1:41:00,State
1530384,Thompson,2007-03-02,2:02:00,Interstate
1530385,Bloomfield,2007-03-08,22:23:00,State
1530386,Goshen,2007-03-11,8:04:00,State
1530387,Torrington,2007-03-11,15:19:00,USRoute
1530388,New Haven,2007-03-11,21:04:00,State
1530389,Hamden,2007-03-12,9:46:00,State
1530390,Waterford,2007-03-13,13:35:00,State
1530391,Montville,2007-03-13,22:53:00,Local
1530392,Norwalk,2007-03-16,0:32:00,Local
1530393,North Stonington,2007-03-18,19:30:00,State
1530394,Wallingford,2007-01-17,11:03:00,Local
1530395,Bozrah,2007-01-20,3:17:00,State
1530396,Montville,2007-01-30,20:27:00,State
1530397,Darien,2007-02-20,16:05:00,State
1530398,Thomaston,2007-03-27,14:07:00,State
1530399,Hamden,2007-03-27,22:55:00,State
1530400,Bridgeport,2007-03-22,13:13:00,USRoute
1530401,Windsor Locks,2007-04-05,23:27:00,Local
1530402,Stonington,2007-04-09,22:41:00,USRoute
1530403,Hartford,2007-04-10,21:29:00,Interstate
1530404,Westbrook,2007-04-14,3:14:00,Interstate
1530405,Greenwich,2007-04-14,22:50:00,Local
1530406,Stratford,2007-04-15,17:08:00,State
1530407,Bethany,2007-04-18,12:26:00,State
1530408,Hamden,2007-04-20,23:28:00,Local
1530409,Ansonia,2007-04-20,23:18:00,State
1530410,Farmington,2007-04-21,11:11:00,USRoute
1530411,Meriden,2007-04-22,20:06:00,USRoute
1530412,Ledyard,2007-04-24,14:15:00,State
1530413,Chaplin,2007-04-27,10:29:00,State
1530414,Milford,2007-04-28,18:56:00,State
1530415,East Windsor,2007-04-29,16:47:00,Local
1530416,Manchester,2007-03-15,9:00:00,USRoute
1530417,Westport,2007-02-13,15:46:00,Local
1530418,Ledyard,2007-04-10,0:11:00,Local
1530419,Hamden,2007-04-28,22:42:00,State
1530420,Newington,2007-05-04,22:28:00,State
1530421,Canterbury,2007-05-10,20:52:00,State
1530422,Cheshire,2007-05-12,6:25:00,Local
1530423,Morris,2007-05-13,8:59:00,USRoute
1530424,Hartford,2007-05-13,22:40:00,Local
1530425,West Haven,2007-05-17,2:08:00,State
1530426,Norwalk,2007-02-15,5:53:00,Interstate
1530427,Durham,2007-02-23,9:37:00,State
1530428,Mansfield,2007-01-01,2:45:00,State
1530429,Norwich,2007-01-21,9:13:00,State
1530430,Milford,2007-05-19,2:18:00,Interstate
1530431,Stamford,2007-05-14,21:09:00,Local
1530432,Westport,2007-05-21,0:17:00,Interstate
1530433,Waterbury,2007-05-19,10:42:00,State
1530434,Kent,2007-05-22,17:46:00,USRoute
1530435,Salisbury,2007-05-24,0:14:00,State
1530436,Middlefield,2007-05-27,1:20:00,State
1530437,Wethersfield,2007-05-31,17:33:00,Interstate
1530438,Norwalk,2007-06-01,20:35:00,State
1530439,Goshen,2007-06-05,21:55:00,State
1530440,Westport,2007-06-09,21:15:00,State
1530441,Berlin,2007-06-10,2:48:00,State
1530442,Harwinton,2007-06-10,15:41:00,State
1530443,Ashford,2007-06-14,4:48:00,USRoute
1530444,Groton,2007-06-17,16:10:00,Interstate
1530445,New Haven,2007-06-22,1:15:00,Local
1530446,Westbrook,2007-06-24,18:50:00,Interstate
1530447,New London,2007-06-26,0:43:00,Local
1530448,Bozrah,2007-06-26,18:01:00,State
1530449,Haddam,2007-06-27,16:20:00,State
1530450,North Canaan,2007-06-27,19:45:00,USRoute
1530451,Rocky Hill,2007-07-01,6:59:00,Interstate
1530452,Glastonbury,2007-07-01,15:28:00,State
1530453,Stratford,2007-07-04,20:40:00,State
1530454,Tolland,2007-07-09,20:26:00,Local
1530455,Bridgeport,2007-07-04,17:18:00,State
1530456,Orange,2007-07-12,1:22:00,State
1530457,New Britain,2007-07-12,23:15:00,Local
1530458,Hartford,2007-07-13,12:43:00,Interstate
1530459,New Haven,2007-07-17,10:43:00,Interstate
1530460,Bristol,2007-07-20,22:53:00,USRoute
1530461,Hartford,2007-07-22,1:24:00,Local
1530462,Cheshire,2007-07-22,12:06:00,State
1530463,Colchester,2007-07-28,12:42:00,Local
1530464,Seymour,2007-07-28,20:39:00,State
1530465,West Hartford,2007-07-28,23:28:00,State
1530466,Trumbull,2007-07-29,3:14:00,State
1530467,Prospect,2007-07-29,1:20:00,State
1530468,Woodbridge,2007-07-29,4:07:00,Local
1530469,Bristol,2007-07-31,0:11:00,State
1530470,Bridgeport,2007-07-31,15:59:00,Local
1530471,New Fairfield,2007-08-01,7:34:00,Local
1530472,Montville,2007-08-01,16:14:00,State
1530473,Stonington,2007-08-06,20:30:00,Interstate
1530474,Milford,2007-01-31,14:55:00,State
1530475,Norwalk,2007-03-11,3:36:00,USRoute
1530476,Bridgeport,2007-04-07,4:10:00,Local
1530477,Prospect,2007-04-27,18:52:00,State
1530478,Stonington,2007-05-03,19:31:00,Local
1530479,North Branford,2007-05-31,8:56:00,Local
1530480,Columbia,2007-06-24,13:55:00,State
1530481,Berlin,2007-07-03,13:01:00,Local
1530482,Norwalk,2007-03-09,14:39:00,Local
1530483,Montville,2007-07-27,16:14:00,State
1530484,Shelton,2007-08-10,15:05:00,State
1530485,Waterbury,2007-08-10,23:34:00,Local
1530486,Westport,2007-08-11,23:46:00,Interstate
1530487,North Haven,2007-08-12,9:29:00,Interstate
1530488,Plainfield,2007-08-10,12:54:00,Interstate
1530489,Salem,2007-08-12,15:27:00,State
1530490,Norwalk,2007-08-16,14:16:00,Local
1530491,Bridgeport,2007-08-16,17:57:00,Local
1530492,New Britain,2007-08-16,16:15:00,Local
1530493,North Canaan,2007-08-17,21:38:00,Local
1530494,Bethlehem,2007-08-18,13:58:00,State
1530495,Colchester,2007-08-18,19:09:00,Local
1530496,Seymour,2007-08-19,21:56:00,State
1530497,North Haven,2007-08-19,19:57:00,Interstate
1530498,Stamford,2007-08-20,18:31:00,USRoute
1530499,Killingly,2007-08-20,20:46:00,Local
1530500,Madison,2007-08-22,16:13:00,Interstate
1530501,Beacon Falls,2007-08-23,18:38:00,State
1530502,Bristol,2007-08-23,23:28:00,USRoute
1530503,Glastonbury,2007-08-24,19:05:00,State
1530504,Windsor,2007-08-25,1:28:00,Interstate
1530505,Clinton,2007-08-04,2:50:00,Local
1530506,West Haven,2007-08-18,12:53:00,State
1530507,Seymour,2007-08-29,18:59:00,State
1530508,Waterbury,2007-08-31,1:22:00,Local
1530509,Bridgeport,2007-08-31,20:48:00,USRoute
1530510,Tolland,2007-09-01,17:01:00,Local
1530511,Durham,2007-09-03,15:58:00,State
1530512,Waterbury,2007-05-26,14:58:00,State
1530513,Woodstock,2007-08-30,17:05:00,Local
1530514,Bristol,2007-06-30,18:03:00,Local
1530515,East Windsor,2007-02-21,20:00:00,State
1530516,New Haven,2007-09-05,6:43:00,State
1530517,Hartford,2007-09-10,0:28:00,Interstate
1530518,Montville,2007-09-11,23:12:00,State
1530519,Bridgeport,2007-09-13,0:17:00,Local
1530520,Hebron,2007-09-14,18:59:00,Local
1530521,Bolton,2007-09-15,1:45:00,State
1530522,Farmington,2007-09-15,17:07:00,State
1530523,Stamford,2007-09-15,21:30:00,State
1530524,West Hartford,2007-09-16,1:49:00,Interstate
1530525,Durham,2007-09-16,16:48:00,State
1530526,Willington,2007-09-16,22:50:00,State
1530527,Wethersfield,2007-09-18,16:59:00,State
1530528,New Haven,2007-09-19,21:14:00,USRoute
1530529,Willington,2007-09-20,9:30:00,State
1530530,Trumbull,2007-09-22,1:37:00,State
1530531,Greenwich,2007-09-22,0:50:00,State
1530532,Stratford,2007-09-22,22:00:00,Local
1530533,Middletown,2007-09-24,16:37:00,State
1530534,Cromwell,2007-09-25,20:03:00,State
1530535,Columbia,2007-09-26,15:29:00,Local
1530536,Middletown,2007-09-29,1:22:00,Interstate
1530537,Greenwich,2007-09-30,6:09:00,Interstate
1530538,Derby,2007-10-02,19:22:00,State
1530539,New Milford,2007-10-03,23:13:00,State
1530540,Wolcott,2007-10-04,8:22:00,State
1530541,New Britain,2007-10-07,2:26:00,State
1530542,Thompson,2007-10-07,14:03:00,Local
1530543,Trumbull,2007-09-02,17:34:00,State
1530544,Westport,2007-08-15,14:26:00,USRoute
1530545,Avon,2007-05-25,11:11:00,USRoute
1530546,Waterbury,2007-07-16,10:50:00,Local
1530547,Manchester,2007-07-19,1:05:00,Local
1530548,Milford,2007-08-21,21:44:00,USRoute
1530549,East Windsor,2007-09-14,17:36:00,State
1530550,Cromwell,2007-09-26,12:30:00,Interstate
1530551,Farmington,2007-10-10,16:15:00,USRoute
1530552,Litchfield,2007-10-10,21:43:00,Local
1530553,Cheshire,2007-10-13,21:13:00,State
1530554,Danbury,2007-10-14,16:07:00,Local
1530555,Bethel,2007-10-14,16:45:00,Interstate
1530556,Marlborough,2007-10-15,14:51:00,State
1530557,Waterbury,2007-10-17,16:58:00,Local
1530558,Hartford,2007-10-18,18:57:00,Local
1530559,Vernon,2007-10-21,1:36:00,Local
1530560,New Haven,2007-10-24,4:37:00,Interstate
1530561,New Hartford,2007-10-26,10:02:00,USRoute
1530562,Bristol,2007-10-26,17:20:00,Local
1530563,Norwalk,2007-10-27,6:00:00,Interstate
1530564,Hartford,2007-10-28,19:34:00,Local
1530565,North Stonington,2007-10-29,21:40:00,State
1530566,Bristol,2007-10-13,8:21:00,Local
1530567,Prospect,2007-06-15,10:54:00,Local
1530568,West Haven,2007-05-26,4:31:00,Interstate
1530569,Westport,2007-06-17,10:03:00,State
1530570,Kent,2007-09-08,19:37:00,State
1530571,Woodbury,2007-10-23,18:16:00,USRoute
1530572,Woodbridge,2007-10-26,14:08:00,State
1530573,Darien,2007-11-02,7:01:00,Local
1530574,East Lyme,2007-11-02,10:19:00,Interstate
1530575,Milford,2007-11-04,23:58:00,USRoute
1530576,Windsor Locks,2007-11-07,18:42:00,State
1530577,Waterford,2007-11-09,5:32:00,USRoute
1530578,Bristol,2007-11-12,23:22:00,State
1530579,Westport,2007-11-13,15:45:00,State
1530580,Hampton,2007-11-15,16:59:00,State
1530581,Montville,2007-11-17,16:52:00,Interstate
1530582,Waterbury,2007-11-22,0:08:00,Local
1530583,Stratford,2007-11-22,12:00:00,State
1530584,Danbury,2007-11-22,11:05:00,Interstate
1530585,Hartford,2007-11-22,14:14:00,Local
1530586,Cromwell,2007-11-23,14:34:00,State
1530587,New London,2007-11-21,22:55:00,Local
1530588,Guilford,2007-11-24,5:23:00,Interstate
1530589,Windsor,2007-11-26,14:25:00,State
1530590,Middletown,2007-11-27,18:55:00,State
1530591,Manchester,2007-11-28,12:04:00,Interstate
1530592,Shelton,2007-12-01,16:10:00,Local
1530593,Newington,2007-12-01,19:58:00,Local
1530594,Windsor,2007-12-01,23:07:00,Local
1530595,Hartford,2007-12-02,20:22:00,Interstate
1530596,Mansfield,2007-12-05,6:15:00,State
1530597,North Canaan,2007-12-06,6:36:00,USRoute
1530598,Greenwich,2007-12-08,2:01:00,Local
1530599,Seymour,2007-11-13,10:49:00,Local
1530600,Fairfield,2007-11-15,13:02:00,Local
1530601,Orange,2007-12-02,2:05:00,Local
1530602,Woodbridge,2007-12-16,1:03:00,State
1530603,Waterbury,2007-07-24,16:13:00,Local
1530604,Branford,2007-10-18,14:27:00,Interstate
1530605,Cheshire,2007-12-18,23:14:00,Interstate
1530606,Waterbury,2007-12-20,23:28:00,Interstate
1530607,Hartford,2007-12-22,2:44:00,Local
1530608,Montville,2007-12-28,23:05:00,State
1530609,Stafford,2007-12-01,21:49:00,State
1530610,Thompson,2007-12-17,16:57:00,Local
1530611,Harwinton,2007-12-18,11:29:00,State
1530612,Wallingford,2007-12-20,13:31:00,State
1530613,Stamford,2007-12-22,6:57:00,State
1530614,Waterbury,2007-12-20,18:06:00,Local
1530615,Hartford,2007-02-24,3:33:00,Local
1530616,Hartford,2007-02-04,22:33:00,Local
1530617,Putnam,2007-11-11,19:09:00,USRoute
1530618,New Milford,2007-03-09,21:47:00,USRoute
1530619,Hartford,2007-09-18,22:32:00,Local
1643386,Norwalk,2008-01-06,1:19:00,Local
1643387,Hamden,2008-01-06,2:22:00,State
1643388,Milford,2008-01-06,9:14:00,Local
1643389,East Hartford,2008-01-06,18:26:00,USRoute
1643390,Waterbury,2008-01-09,1:09:00,State
1643391,Bethany,2008-01-09,18:42:00,State
1643392,Shelton,2008-01-09,22:19:00,State
1643393,Oxford,2008-01-12,0:36:00,State
1643394,Farmington,2008-01-12,19:07:00,State
1643395,New Haven,2008-01-12,23:43:00,USRoute
1643396,Wallingford,2008-01-20,22:08:00,Local
1643397,Hartford,2008-01-25,2:48:00,Local
1643398,Stafford,2008-01-25,23:34:00,Local
1643399,Meriden,2008-01-26,19:30:00,Interstate
1643400,Fairfield,2008-01-26,22:48:00,Interstate
1643401,Burlington,2008-01-28,11:21:00,Local
1643402,Greenwich,2008-01-28,14:39:00,Local
1643403,Farmington,2008-01-29,15:46:00,State
1643404,Greenwich,2008-01-31,6:30:00,Local
1643405,Trumbull,2008-02-02,9:04:00,State
1643406,Monroe,2008-02-07,12:11:00,State
1643407,Putnam,2008-02-09,5:01:00,Interstate
1643408,Greenwich,2008-02-10,2:09:00,Interstate
1643409,Bristol,2008-02-11,0:41:00,Local
1643410,Milford,2008-02-11,19:38:00,Local
1643411,Andover,2008-02-16,14:44:00,USRoute
1643412,Oxford,2008-02-17,16:25:00,State
1643413,Hartford,2008-02-18,2:47:00,Interstate
1643414,Wallingford,2008-02-18,18:10:00,Interstate
1643415,Southington,2008-02-21,17:58:00,Interstate
1643416,Newtown,2008-02-22,4:03:00,Interstate
1643417,Trumbull,2008-02-22,23:16:00,State
1643418,Suffield,2008-01-01,14:47:00,State
1643419,Fairfield,2008-01-19,17:56:00,USRoute
1643420,Torrington,2008-03-02,16:36:00,State
1643421,Southington,2008-03-03,17:35:00,State
1643422,Stamford,2008-03-05,15:15:00,Local
1643423,Orange,2008-03-03,21:35:00,State
1643424,Wallingford,2008-03-03,21:42:00,USRoute
1643425,Griswold,2008-03-06,9:59:00,State
1643426,Ashford,2008-03-06,21:24:00,USRoute
1643427,Ellington,2008-03-08,14:30:00,Local
1643428,Waterbury,2008-03-11,20:14:00,State
1643429,Union,2008-03-12,2:48:00,State
1643430,New Haven,2008-03-17,17:39:00,State
1643431,East Hartford,2008-03-19,6:13:00,USRoute
1643432,Waterbury,2008-03-23,2:19:00,State
1643433,Farmington,2008-03-23,18:35:00,USRoute
1643434,Wallingford,2008-02-15,13:59:00,State
1643435,New Milford,2008-03-24,18:21:00,Local
1643436,Putnam,2008-03-29,2:16:00,Interstate
1643437,Danbury,2008-03-29,18:37:00,Local
1643438,Meriden,2008-04-06,11:54:00,Interstate
1643439,Brooklyn,2008-04-06,12:54:00,Local
1643440,Southington,2008-04-07,16:41:00,Interstate
1643441,New Britain,2008-04-09,20:00:00,State
1643442,Torrington,2008-04-10,18:19:00,State
1643443,Windham,2008-04-18,14:18:00,State
1643444,Salem,2008-04-18,23:17:00,State
1643445,Barkhamsted,2008-04-19,14:29:00,Local
1643446,New Haven,2008-04-19,9:47:00,Local
1643447,East Lyme,2008-04-20,18:12:00,State
1643448,Hartford,2008-04-21,17:05:00,Local
1643449,Bridgeport,2008-03-21,0:34:00,State
1643450,Guilford,2008-04-02,9:20:00,USRoute
1643451,Waterbury,2008-02-27,11:28:00,State
1643452,Milford,2008-04-24,18:59:00,Interstate
1643453,Waterbury,2008-04-26,17:14:00,State
1643454,Stafford,2008-04-26,2:47:00,State
1643455,Hartford,2008-04-26,21:07:00,Local
1643456,Stonington,2008-05-05,16:14:00,State
1643457,West Haven,2008-05-05,15:55:00,Local
1643458,Stonington,2008-05-07,1:00:00,Local
1643459,Montville,2008-04-14,23:41:00,State
1643460,Southington,2008-05-09,5:00:00,Interstate
1643461,Easton,2008-05-10,1:55:00,State
1643462,Waterbury,2008-05-10,17:58:00,Local
1643463,East Hampton,2008-05-11,15:30:00,State
1643464,Suffield,2008-05-15,20:54:00,State
1643465,Middlefield,2008-05-16,10:47:00,State
1643466,Bridgeport,2008-05-22,19:36:00,Local
1643467,West Hartford,2008-05-23,23:02:00,Interstate
1643468,West Haven,2008-05-05,15:48:00,Local
1643469,Farmington,2008-05-25,14:13:00,Interstate
1643470,Derby,2008-05-25,16:31:00,State
1643471,Canterbury,2008-05-26,11:34:00,State
1643472,Windsor Locks,2008-05-26,21:28:00,State
1643473,New Milford,2008-05-28,19:21:00,USRoute
1643474,Milford,2008-05-29,5:37:00,Interstate
1643475,North Haven,2008-05-30,2:18:00,Interstate
1643476,Cromwell,2008-05-25,20:41:00,Interstate
1643477,Glastonbury,2008-05-30,7:40:00,Local
1643478,New Haven,2008-04-28,8:03:00,State
1643479,Suffield,2008-04-27,15:47:00,Local
1643480,Meriden,2008-02-15,7:26:00,Local
1643481,Southington,2008-02-16,17:46:00,Local
1643482,Durham,2008-06-01,11:28:00,State
1643483,Bloomfield,2008-06-03,20:16:00,Local
1643484,East Hartford,2008-06-04,0:02:00,Local
1643485,Hartford,2008-06-05,3:38:00,USRoute
1643486,New Haven,2008-06-04,21:37:00,State
1643487,Westbrook,2008-06-07,0:11:00,Interstate
1643488,Bridgeport,2008-06-07,13:23:00,Local
1643489,Wilton,2008-06-09,11:48:00,USRoute
1643490,Bethany,2008-06-10,11:28:00,State
1643491,Woodstock,2008-06-11,16:12:00,State
1643492,Hebron,2008-06-12,9:18:00,State
1643493,Durham,2008-06-15,16:44:00,State
1643494,Windham,2008-06-15,18:28:00,Local
1643495,Union,2008-06-18,12:17:00,Interstate
1643496,Wallingford,2008-06-22,7:40:00,Local
1643497,Cheshire,2008-06-23,5:06:00,Interstate
1643498,West Hartford,2008-06-23,7:10:00,Local
1643499,Milford,2008-06-26,7:34:00,State
1643500,Southington,2008-06-26,2:43:00,Interstate
1643501,East Haven,2008-06-26,16:48:00,Local
1643502,Bristol,2008-06-10,6:27:00,State
1643503,North Haven,2008-06-28,21:27:00,State
1643504,Wilton,2008-07-01,14:07:00,USRoute
1643505,Killingly,2008-07-02,14:22:00,State
1643506,West Haven,2008-07-02,20:57:00,USRoute
1643507,Cromwell,2008-07-02,20:19:00,Interstate
1643508,Trumbull,2008-07-03,18:42:00,State
1643509,Wethersfield,2008-07-04,3:12:00,Interstate
1643510,Putnam,2008-07-04,20:52:00,State
1643511,Manchester,2008-07-05,3:34:00,Local
1643512,Norwich,2008-07-05,20:56:00,State
1643513,North Stonington,2008-07-06,4:34:00,State
1643514,Rocky Hill,2008-07-06,20:21:00,Interstate
1643515,Lebanon,2008-07-07,15:27:00,State
1643516,Stafford,2008-07-08,11:58:00,Local
1643517,Milford,2008-07-11,0:55:00,USRoute
1643518,West Hartford,2008-07-11,1:23:00,Interstate
1643519,Union,2008-05-24,20:20:00,Interstate
1643520,Ridgefield,2008-06-27,23:31:00,State
1643521,Bridgeport,2008-06-19,20:23:00,USRoute
1643522,New Britain,2008-07-12,20:00:00,Local
1643523,Greenwich,2008-07-12,2:26:00,State
1643524,Hamden,2008-07-12,14:47:00,Local
1643525,New Hartford,2008-07-13,0:27:00,State
1643526,Norwalk,2008-07-17,14:28:00,Local
1643527,East Hartford,2008-07-19,0:21:00,Interstate
1643528,Stratford,2008-07-19,2:04:00,Local
1643529,Seymour,2008-07-19,22:01:00,State
1643530,Milford,2008-07-20,0:09:00,State
1643531,Guilford,2008-07-21,23:12:00,Interstate
1643532,Preston,2008-07-25,13:52:00,State
1643533,Plymouth,2008-07-27,20:59:00,USRoute
1643534,Southington,2008-07-30,16:07:00,Local
1643535,Waterbury,2008-07-31,16:14:00,Local
1643536,New Haven,2008-07-31,23:44:00,State
1643537,Trumbull,2008-08-01,9:48:00,State
1643538,Bridgeport,2008-08-02,2:23:00,Local
1643539,Hartford,2008-08-04,19:31:00,Local
1643540,Shelton,2008-08-07,23:13:00,State
1643541,Stamford,2008-08-08,0:25:00,State
1643542,Plainville,2008-08-09,2:24:00,Interstate
1643543,Groton,2008-08-09,4:46:00,State
1643544,Redding,2008-08-10,6:07:00,State
1643545,Plainfield,2008-08-14,18:48:00,Local
1643546,Brooklyn,2008-07-30,15:52:00,USRoute
1643547,West Haven,2008-07-23,2:00:00,State
1643548,Old Saybrook,2008-08-16,11:12:00,Local
1643549,Milford,2008-08-16,20:24:00,USRoute
1643550,New Haven,2008-08-17,1:19:00,Local
1643551,Torrington,2008-08-17,9:55:00,State
1643552,Norfolk,2008-08-17,14:39:00,State
1643553,Plymouth,2008-08-18,18:48:00,State
1643554,Berlin,2008-08-19,11:12:00,State
1643555,Hampton,2008-08-24,2:52:00,USRoute
1643556,Berlin,2008-08-26,10:05:00,State
1643557,Shelton,2008-08-31,19:54:00,State
1643558,East Haddam,2008-09-01,0:38:00,State
1643559,Orange,2008-09-02,7:01:00,Interstate
1643560,New London,2008-09-03,1:52:00,Interstate
1643561,Columbia,2008-09-05,7:52:00,State
1643562,Plainville,2008-09-05,16:39:00,State
1643563,Milford,2008-04-03,22:48:00,State
1643564,East Hartford,2008-05-21,19:41:00,USRoute
1643565,Monroe,2008-07-15,21:54:00,Local
1643566,Ellington,2008-08-03,3:24:00,State
1643567,Bridgeport,2008-08-16,22:45:00,State
1643568,Norwich,2008-09-06,13:28:00,State
1643569,Bozrah,2008-09-07,2:29:00,Local
1643570,Durham,2008-06-11,15:36:00,State
1643571,New Milford,2008-05-23,17:07:00,Local
1643572,Stamford,2008-09-08,19:58:00,Local
1643573,New Haven,2008-09-09,23:27:00,Local
